user_id,event_type,event_date,plan_type
184,trial_start,2024-03-14,trial
184,upgrade_paid,2024-03-19,paid_basic
185,trial_start,2024-03-14,trial
185,upgrade_paid,2024-04-02,paid_basic
186,trial_start,2024-01-31,trial
186,cancel,2024-02-09,trial
187,trial_start,2024-01-12,trial
187,upgrade_paid,2024-01-29,paid_premium
188,trial_start,2024-03-04,trial
188,upgrade_paid,2024-03-14,paid_basic
191,trial_start,2024-02-14,trial
191,cancel,2024-02-18,trial
192,trial_start,2024-01-28,trial
192,upgrade_paid,2024-02-15,paid_basic
194,trial_start,2024-03-01,trial
194,cancel,2024-03-12,trial
196,trial_start,2024-03-28,trial
196,upgrade_paid,2024-04-05,paid_premium
197,trial_start,2024-02-25,trial
197,upgrade_paid,2024-03-03,paid_premium
200,trial_start,2024-02-23,trial
200,upgrade_paid,2024-03-06,paid_basic
201,trial_start,2024-01-13,trial
201,cancel,2024-01-18,trial
202,trial_start,2024-02-12,trial
202,cancel,2024-02-21,trial
203,trial_start,2024-01-06,trial
203,cancel,2024-01-15,trial
204,trial_start,2024-01-05,trial
204,upgrade_paid,2024-01-18,paid_basic
205,trial_start,2024-02-28,trial
205,upgrade_paid,2024-03-03,paid_basic
206,trial_start,2024-03-23,trial
206,upgrade_paid,2024-04-03,paid_premium
208,trial_start,2024-01-02,trial
208,cancel,2024-01-14,trial
209,trial_start,2024-01-04,trial
209,upgrade_paid,2024-01-08,paid_basic
210,trial_start,2024-02-23,trial
210,upgrade_paid,2024-03-13,paid_basic
212,trial_start,2024-01-03,trial
212,cancel,2024-01-07,trial
214,trial_start,2024-01-02,trial
214,cancel,2024-01-05,trial
215,trial_start,2024-02-22,trial
215,cancel,2024-03-05,trial
216,trial_start,2024-02-14,trial
216,cancel,2024-02-26,trial
218,trial_start,2024-02-05,trial
218,upgrade_paid,2024-02-08,paid_basic
219,trial_start,2024-03-12,trial
219,upgrade_paid,2024-03-23,paid_basic
221,trial_start,2024-03-10,trial
221,upgrade_paid,2024-03-18,paid_basic
222,trial_start,2024-02-24,trial
222,cancel,2024-03-05,trial
223,trial_start,2024-03-18,trial
223,upgrade_paid,2024-03-22,paid_premium
225,trial_start,2024-01-17,trial
225,cancel,2024-01-29,trial
227,trial_start,2024-01-28,trial
227,cancel,2024-02-01,trial
228,trial_start,2024-03-13,trial
228,upgrade_paid,2024-03-18,paid_basic
229,trial_start,2024-03-10,trial
229,cancel,2024-03-22,trial
231,trial_start,2024-01-12,trial
231,upgrade_paid,2024-01-21,paid_basic
232,trial_start,2024-01-20,trial
232,upgrade_paid,2024-01-28,paid_basic
234,trial_start,2024-02-29,trial
234,cancel,2024-03-11,trial
235,trial_start,2024-03-12,trial
235,cancel,2024-03-18,trial
236,trial_start,2024-03-23,trial
236,upgrade_paid,2024-04-06,paid_basic
239,trial_start,2024-02-29,trial
239,cancel,2024-03-08,trial
240,trial_start,2024-02-05,trial
240,cancel,2024-02-17,trial
241,trial_start,2024-01-22,trial
241,cancel,2024-01-28,trial
242,trial_start,2024-04-03,trial
242,upgrade_paid,2024-04-16,paid_premium
243,trial_start,2024-03-09,trial
243,cancel,2024-03-13,trial
245,trial_start,2024-01-23,trial
245,upgrade_paid,2024-01-27,paid_basic
246,trial_start,2024-03-15,trial
246,cancel,2024-03-24,trial
247,trial_start,2024-02-22,trial
247,cancel,2024-02-29,trial
248,trial_start,2024-02-06,trial
248,cancel,2024-02-19,trial
249,trial_start,2024-02-12,trial
249,cancel,2024-02-16,trial
250,trial_start,2024-02-11,trial
250,upgrade_paid,2024-02-20,paid_basic
251,trial_start,2024-03-22,trial
251,upgrade_paid,2024-04-05,paid_basic
252,trial_start,2024-01-03,trial
252,cancel,2024-01-07,trial
255,trial_start,2024-03-30,trial
255,cancel,2024-04-02,trial
256,trial_start,2024-02-19,trial
256,upgrade_paid,2024-03-03,paid_basic
259,trial_start,2024-02-12,trial
259,cancel,2024-02-16,trial
260,trial_start,2024-01-08,trial
260,upgrade_paid,2024-01-12,paid_premium
262,trial_start,2024-04-01,trial
262,cancel,2024-04-11,trial
263,trial_start,2024-03-02,trial
263,cancel,2024-03-12,trial
264,trial_start,2024-01-02,trial
264,upgrade_paid,2024-01-10,paid_premium
265,trial_start,2024-01-02,trial
265,upgrade_paid,2024-01-11,paid_premium
268,trial_start,2024-03-10,trial
268,cancel,2024-03-13,trial
269,trial_start,2024-02-08,trial
269,upgrade_paid,2024-02-21,paid_basic
270,trial_start,2024-02-02,trial
270,upgrade_paid,2024-02-19,paid_basic
273,trial_start,2024-02-17,trial
273,upgrade_paid,2024-03-03,paid_basic
279,trial_start,2024-02-05,trial
279,upgrade_paid,2024-02-23,paid_basic
280,trial_start,2024-01-27,trial
280,cancel,2024-02-01,trial
282,trial_start,2024-03-15,trial
282,cancel,2024-03-19,trial
283,trial_start,2024-02-06,trial
283,upgrade_paid,2024-02-14,paid_basic
284,trial_start,2024-02-10,trial
284,cancel,2024-02-14,trial
285,trial_start,2024-03-25,trial
285,upgrade_paid,2024-04-04,paid_basic
286,trial_start,2024-03-30,trial
286,cancel,2024-04-06,trial
287,trial_start,2024-01-26,trial
287,upgrade_paid,2024-02-08,paid_basic
288,trial_start,2024-01-18,trial
288,cancel,2024-01-28,trial
292,trial_start,2024-02-07,trial
292,cancel,2024-02-11,trial
293,trial_start,2024-03-21,trial
293,upgrade_paid,2024-04-08,paid_premium
294,trial_start,2024-03-03,trial
294,cancel,2024-03-07,trial
296,trial_start,2024-02-05,trial
296,cancel,2024-02-10,trial
297,trial_start,2024-03-12,trial
297,upgrade_paid,2024-03-19,paid_premium
298,trial_start,2024-02-06,trial
298,cancel,2024-02-16,trial
300,trial_start,2024-01-24,trial
300,upgrade_paid,2024-02-04,paid_premium
301,trial_start,2024-02-21,trial
301,upgrade_paid,2024-03-07,paid_basic
302,trial_start,2024-01-22,trial
302,cancel,2024-01-31,trial
304,trial_start,2024-01-07,trial
304,cancel,2024-01-17,trial
305,trial_start,2024-03-09,trial
305,cancel,2024-03-17,trial
308,trial_start,2024-02-21,trial
308,cancel,2024-02-29,trial
309,trial_start,2024-03-16,trial
309,upgrade_paid,2024-04-04,paid_basic
310,trial_start,2024-02-29,trial
310,cancel,2024-03-05,trial
313,trial_start,2024-01-30,trial
313,cancel,2024-02-04,trial
315,trial_start,2024-02-22,trial
315,cancel,2024-03-01,trial
322,trial_start,2024-01-30,trial
322,upgrade_paid,2024-02-08,paid_premium
324,trial_start,2024-03-11,trial
324,upgrade_paid,2024-03-14,paid_basic
327,trial_start,2024-01-19,trial
327,upgrade_paid,2024-01-31,paid_basic
328,trial_start,2024-01-05,trial
328,cancel,2024-01-09,trial
329,trial_start,2024-02-08,trial
329,upgrade_paid,2024-02-13,paid_basic
330,trial_start,2024-03-05,trial
330,cancel,2024-03-13,trial
331,trial_start,2024-02-21,trial
331,cancel,2024-02-28,trial
333,trial_start,2024-02-14,trial
333,upgrade_paid,2024-02-21,paid_basic
334,trial_start,2024-01-31,trial
334,cancel,2024-02-09,trial
335,trial_start,2024-02-16,trial
335,cancel,2024-02-22,trial
336,trial_start,2024-01-06,trial
336,cancel,2024-01-19,trial
337,trial_start,2024-02-08,trial
337,cancel,2024-02-11,trial
341,trial_start,2024-03-03,trial
341,cancel,2024-03-15,trial
342,trial_start,2024-03-03,trial
342,upgrade_paid,2024-03-16,paid_basic
345,trial_start,2024-03-31,trial
345,cancel,2024-04-10,trial
346,trial_start,2024-02-06,trial
346,upgrade_paid,2024-02-19,paid_basic
347,trial_start,2024-03-11,trial
347,cancel,2024-03-20,trial
348,trial_start,2024-01-20,trial
348,cancel,2024-01-30,trial
351,trial_start,2024-02-27,trial
351,cancel,2024-03-02,trial
353,trial_start,2024-02-16,trial
353,cancel,2024-02-25,trial
354,trial_start,2024-01-25,trial
354,cancel,2024-02-04,trial
355,trial_start,2024-02-02,trial
355,cancel,2024-02-10,trial
356,trial_start,2024-02-20,trial
356,cancel,2024-02-23,trial
357,trial_start,2024-03-30,trial
357,upgrade_paid,2024-04-04,paid_basic
361,trial_start,2024-01-05,trial
361,cancel,2024-01-18,trial
362,trial_start,2024-03-31,trial
362,upgrade_paid,2024-04-10,paid_basic
363,trial_start,2024-01-17,trial
363,upgrade_paid,2024-01-29,paid_basic
365,trial_start,2024-01-10,trial
365,upgrade_paid,2024-01-16,paid_premium
366,trial_start,2024-02-16,trial
366,upgrade_paid,2024-02-20,paid_premium
367,trial_start,2024-02-17,trial
367,cancel,2024-02-24,trial
368,trial_start,2024-02-08,trial
368,upgrade_paid,2024-02-13,paid_premium
369,trial_start,2024-02-15,trial
369,upgrade_paid,2024-03-01,paid_basic
370,trial_start,2024-01-30,trial
370,cancel,2024-02-03,trial
371,trial_start,2024-02-21,trial
371,upgrade_paid,2024-02-24,paid_premium
372,trial_start,2024-01-28,trial
372,cancel,2024-02-07,trial
373,trial_start,2024-01-25,trial
373,cancel,2024-01-28,trial
374,trial_start,2024-01-13,trial
374,cancel,2024-01-18,trial
375,trial_start,2024-03-03,trial
375,upgrade_paid,2024-03-14,paid_basic
379,trial_start,2024-02-16,trial
379,upgrade_paid,2024-02-27,paid_premium
380,trial_start,2024-01-22,trial
380,cancel,2024-01-30,trial
381,trial_start,2024-03-08,trial
381,cancel,2024-03-17,trial
382,trial_start,2024-01-08,trial
382,cancel,2024-01-13,trial
384,trial_start,2024-01-15,trial
384,cancel,2024-01-26,trial
385,trial_start,2024-03-20,trial
385,cancel,2024-03-28,trial
388,trial_start,2024-03-08,trial
388,upgrade_paid,2024-03-24,paid_basic
389,trial_start,2024-02-04,trial
389,cancel,2024-02-09,trial
391,trial_start,2024-03-07,trial
391,cancel,2024-03-11,trial
392,trial_start,2024-03-27,trial
392,cancel,2024-04-02,trial
395,trial_start,2024-02-27,trial
395,upgrade_paid,2024-03-06,paid_basic
396,trial_start,2024-03-04,trial
396,upgrade_paid,2024-03-18,paid_premium
398,trial_start,2024-01-23,trial
398,cancel,2024-02-03,trial
399,trial_start,2024-02-28,trial
399,cancel,2024-03-09,trial
400,trial_start,2024-03-02,trial
400,upgrade_paid,2024-03-10,paid_basic
401,trial_start,2024-03-30,trial
401,upgrade_paid,2024-04-15,paid_basic
402,trial_start,2024-02-21,trial
402,upgrade_paid,2024-03-11,paid_basic
404,trial_start,2024-02-15,trial
404,cancel,2024-02-26,trial
407,trial_start,2024-02-27,trial
407,cancel,2024-03-11,trial
408,trial_start,2024-03-03,trial
408,cancel,2024-03-13,trial
411,trial_start,2024-03-04,trial
411,cancel,2024-03-16,trial
412,trial_start,2024-01-08,trial
412,upgrade_paid,2024-01-13,paid_basic
415,trial_start,2024-02-19,trial
415,upgrade_paid,2024-02-28,paid_basic
416,trial_start,2024-02-27,trial
416,cancel,2024-03-05,trial
417,trial_start,2024-02-09,trial
417,upgrade_paid,2024-02-16,paid_basic
419,trial_start,2024-01-16,trial
419,cancel,2024-01-23,trial
420,trial_start,2024-01-14,trial
420,upgrade_paid,2024-01-20,paid_basic
421,trial_start,2024-01-30,trial
421,cancel,2024-02-11,trial
422,trial_start,2024-01-20,trial
422,cancel,2024-01-28,trial
424,trial_start,2024-03-06,trial
424,cancel,2024-03-18,trial
425,trial_start,2024-01-19,trial
425,upgrade_paid,2024-01-28,paid_basic
426,trial_start,2024-02-29,trial
426,cancel,2024-03-09,trial
427,trial_start,2024-02-25,trial
427,upgrade_paid,2024-03-09,paid_premium
428,trial_start,2024-03-31,trial
428,upgrade_paid,2024-04-15,paid_basic
429,trial_start,2024-04-02,trial
429,cancel,2024-04-13,trial
431,trial_start,2024-01-23,trial
431,upgrade_paid,2024-01-26,paid_basic
433,trial_start,2024-01-16,trial
433,cancel,2024-01-19,trial
434,trial_start,2024-01-04,trial
434,upgrade_paid,2024-01-09,paid_premium
435,trial_start,2024-03-02,trial
435,cancel,2024-03-08,trial
436,trial_start,2024-01-02,trial
436,upgrade_paid,2024-01-14,paid_basic
437,trial_start,2024-02-05,trial
437,upgrade_paid,2024-02-13,paid_basic
438,trial_start,2024-02-17,trial
438,cancel,2024-03-01,trial
440,trial_start,2024-01-04,trial
440,upgrade_paid,2024-01-10,paid_basic
442,trial_start,2024-03-02,trial
442,cancel,2024-03-08,trial
444,trial_start,2024-03-05,trial
444,upgrade_paid,2024-03-23,paid_premium
446,trial_start,2024-01-25,trial
446,cancel,2024-01-31,trial
447,trial_start,2024-03-07,trial
447,upgrade_paid,2024-03-25,paid_basic
448,trial_start,2024-03-18,trial
448,cancel,2024-03-26,trial
449,trial_start,2024-01-27,trial
449,cancel,2024-02-04,trial
450,trial_start,2024-01-20,trial
450,cancel,2024-01-31,trial
451,trial_start,2024-02-23,trial
451,upgrade_paid,2024-03-07,paid_basic
453,trial_start,2024-02-28,trial
453,upgrade_paid,2024-03-08,paid_basic
455,trial_start,2024-03-18,trial
455,upgrade_paid,2024-04-06,paid_basic
456,trial_start,2024-03-10,trial
456,cancel,2024-03-13,trial
457,trial_start,2024-02-19,trial
457,upgrade_paid,2024-02-25,paid_basic
462,trial_start,2024-04-03,trial
462,cancel,2024-04-15,trial
463,trial_start,2024-04-03,trial
463,upgrade_paid,2024-04-22,paid_basic
464,trial_start,2024-02-17,trial
464,upgrade_paid,2024-02-27,paid_basic
465,trial_start,2024-03-28,trial
465,cancel,2024-04-01,trial
467,trial_start,2024-02-03,trial
467,cancel,2024-02-11,trial
469,trial_start,2024-01-12,trial
469,upgrade_paid,2024-01-16,paid_basic
471,trial_start,2024-02-06,trial
471,upgrade_paid,2024-02-17,paid_basic
472,trial_start,2024-02-21,trial
472,upgrade_paid,2024-03-03,paid_basic
475,trial_start,2024-03-02,trial
475,upgrade_paid,2024-03-16,paid_premium
477,trial_start,2024-03-13,trial
477,cancel,2024-03-26,trial
478,trial_start,2024-01-06,trial
478,cancel,2024-01-11,trial
480,trial_start,2024-01-26,trial
480,upgrade_paid,2024-01-31,paid_basic
484,trial_start,2024-04-02,trial
484,upgrade_paid,2024-04-09,paid_basic
486,trial_start,2024-01-25,trial
486,upgrade_paid,2024-02-06,paid_basic
487,trial_start,2024-01-12,trial
487,cancel,2024-01-21,trial
488,trial_start,2024-02-19,trial
488,cancel,2024-02-29,trial
489,trial_start,2024-02-05,trial
489,cancel,2024-02-14,trial
493,trial_start,2024-02-21,trial
493,upgrade_paid,2024-02-27,paid_premium
494,trial_start,2024-02-15,trial
494,cancel,2024-02-26,trial
496,trial_start,2024-03-09,trial
496,upgrade_paid,2024-03-26,paid_premium
498,trial_start,2024-02-04,trial
498,cancel,2024-02-08,trial
499,trial_start,2024-02-09,trial
499,upgrade_paid,2024-02-28,paid_basic
501,trial_start,2024-02-13,trial
501,upgrade_paid,2024-02-22,paid_premium
503,trial_start,2024-02-02,trial
503,cancel,2024-02-10,trial
504,trial_start,2024-01-16,trial
504,cancel,2024-01-29,trial
505,trial_start,2024-01-14,trial
505,cancel,2024-01-19,trial
506,trial_start,2024-02-19,trial
506,cancel,2024-02-29,trial
509,trial_start,2024-03-27,trial
509,upgrade_paid,2024-04-08,paid_basic
512,trial_start,2024-01-09,trial
512,cancel,2024-01-20,trial
513,trial_start,2024-01-29,trial
513,cancel,2024-02-02,trial
516,trial_start,2024-02-05,trial
516,cancel,2024-02-17,trial
518,trial_start,2024-03-09,trial
518,cancel,2024-03-22,trial
519,trial_start,2024-02-28,trial
519,cancel,2024-03-09,trial
521,trial_start,2024-01-31,trial
521,cancel,2024-02-07,trial
523,trial_start,2024-04-01,trial
523,upgrade_paid,2024-04-15,paid_basic
525,trial_start,2024-02-09,trial
525,upgrade_paid,2024-02-28,paid_basic
526,trial_start,2024-01-13,trial
526,upgrade_paid,2024-01-20,paid_premium
527,trial_start,2024-03-16,trial
527,cancel,2024-03-20,trial
528,trial_start,2024-01-24,trial
528,cancel,2024-02-04,trial
529,trial_start,2024-03-05,trial
529,cancel,2024-03-15,trial
530,trial_start,2024-02-21,trial
530,cancel,2024-02-26,trial
533,trial_start,2024-01-27,trial
533,upgrade_paid,2024-02-03,paid_basic
534,trial_start,2024-01-26,trial
534,cancel,2024-01-30,trial
535,trial_start,2024-03-03,trial
535,cancel,2024-03-06,trial
537,trial_start,2024-01-13,trial
537,cancel,2024-01-20,trial
538,trial_start,2024-02-28,trial
538,cancel,2024-03-09,trial
540,trial_start,2024-01-25,trial
540,cancel,2024-01-28,trial
541,trial_start,2024-04-01,trial
541,upgrade_paid,2024-04-11,paid_basic
542,trial_start,2024-02-02,trial
542,cancel,2024-02-14,trial
545,trial_start,2024-03-26,trial
545,cancel,2024-04-07,trial
546,trial_start,2024-04-01,trial
546,upgrade_paid,2024-04-06,paid_basic
548,trial_start,2024-01-14,trial
548,upgrade_paid,2024-01-17,paid_basic
549,trial_start,2024-02-28,trial
549,cancel,2024-03-10,trial
551,trial_start,2024-02-21,trial
551,upgrade_paid,2024-03-06,paid_basic
554,trial_start,2024-01-22,trial
554,upgrade_paid,2024-02-04,paid_premium
557,trial_start,2024-03-13,trial
557,cancel,2024-03-25,trial
558,trial_start,2024-02-01,trial
558,cancel,2024-02-11,trial
559,trial_start,2024-03-21,trial
559,cancel,2024-03-26,trial
560,trial_start,2024-02-23,trial
560,upgrade_paid,2024-03-08,paid_basic
561,trial_start,2024-03-25,trial
561,upgrade_paid,2024-04-08,paid_basic
562,trial_start,2024-01-18,trial
562,cancel,2024-01-26,trial
564,trial_start,2024-01-13,trial
564,cancel,2024-01-17,trial
565,trial_start,2024-01-26,trial
565,cancel,2024-02-02,trial
569,trial_start,2024-01-25,trial
569,cancel,2024-01-30,trial
571,trial_start,2024-03-01,trial
571,upgrade_paid,2024-03-17,paid_premium
574,trial_start,2024-02-14,trial
574,upgrade_paid,2024-02-19,paid_basic
575,trial_start,2024-02-28,trial
575,upgrade_paid,2024-03-10,paid_basic
579,trial_start,2024-02-08,trial
579,cancel,2024-02-13,trial
580,trial_start,2024-03-27,trial
580,cancel,2024-03-31,trial
581,trial_start,2024-03-18,trial
581,upgrade_paid,2024-04-03,paid_premium
582,trial_start,2024-01-18,trial
582,cancel,2024-01-28,trial
583,trial_start,2024-03-19,trial
583,upgrade_paid,2024-04-07,paid_basic
584,trial_start,2024-01-13,trial
584,cancel,2024-01-20,trial
589,trial_start,2024-02-17,trial
589,upgrade_paid,2024-03-02,paid_basic
592,trial_start,2024-02-13,trial
592,cancel,2024-02-23,trial
596,trial_start,2024-03-09,trial
596,cancel,2024-03-14,trial
599,trial_start,2024-02-10,trial
599,upgrade_paid,2024-02-21,paid_basic
601,trial_start,2024-03-27,trial
601,cancel,2024-04-09,trial
602,trial_start,2024-01-09,trial
602,cancel,2024-01-18,trial
614,trial_start,2024-03-04,trial
614,cancel,2024-03-15,trial
615,trial_start,2024-02-23,trial
615,upgrade_paid,2024-03-09,paid_premium
617,trial_start,2024-04-04,trial
617,upgrade_paid,2024-04-22,paid_basic
619,trial_start,2024-04-03,trial
619,cancel,2024-04-07,trial
621,trial_start,2024-02-09,trial
621,upgrade_paid,2024-02-15,paid_premium
622,trial_start,2024-03-08,trial
622,upgrade_paid,2024-03-18,paid_basic
625,trial_start,2024-02-29,trial
625,upgrade_paid,2024-03-11,paid_basic
626,trial_start,2024-01-23,trial
626,cancel,2024-02-01,trial
627,trial_start,2024-03-14,trial
627,upgrade_paid,2024-03-31,paid_premium
628,trial_start,2024-03-04,trial
628,upgrade_paid,2024-03-09,paid_basic
630,trial_start,2024-01-01,trial
630,upgrade_paid,2024-01-09,paid_basic
631,trial_start,2024-01-04,trial
631,upgrade_paid,2024-01-22,paid_basic
632,trial_start,2024-03-21,trial
632,upgrade_paid,2024-04-06,paid_basic
633,trial_start,2024-03-03,trial
633,cancel,2024-03-11,trial
634,trial_start,2024-03-03,trial
634,cancel,2024-03-15,trial
635,trial_start,2024-01-27,trial
