session_id,user_id,session_start,session_end,device_type
133,32,2024-03-17 17:26:00,2024-03-17 17:39:00,desktop
134,32,2024-03-25 15:01:00,2024-03-25 15:17:00,mobile
135,32,2024-03-11 16:08:00,2024-03-11 16:22:00,mobile
136,32,2024-03-01 22:19:00,2024-03-01 22:30:00,mobile
137,33,2024-04-19 15:13:00,2024-04-19 15:19:00,mobile
138,33,2024-03-31 11:27:00,2024-03-31 11:51:00,mobile
139,33,2024-04-12 11:09:00,2024-04-12 11:27:00,mobile
140,34,2024-01-18 19:35:00,2024-01-18 20:01:00,mobile
141,34,2024-01-30 19:35:00,2024-01-30 20:03:00,desktop
142,34,2024-01-15 19:35:00,2024-01-15 19:59:00,desktop
143,34,2024-01-17 13:31:00,2024-01-17 13:48:00,mobile
144,35,2024-03-07 18:15:00,2024-03-07 18:36:00,mobile
145,35,2024-03-15 19:06:00,2024-03-15 19:24:00,mobile
146,35,2024-03-13 07:40:00,2024-03-13 08:06:00,desktop
147,35,2024-03-03 11:44:00,2024-03-03 12:15:00,mobile
148,36,2024-04-01 09:16:00,2024-04-01 09:48:00,mobile
149,36,2024-03-23 20:22:00,2024-03-23 20:34:00,desktop
150,36,2024-03-21 09:04:00,2024-03-21 09:17:00,mobile
151,37,2024-02-16 10:43:00,2024-02-16 11:10:00,mobile
152,37,2024-02-22 21:53:00,2024-02-22 22:21:00,mobile
153,37,2024-03-08 16:15:00,2024-03-08 16:22:00,desktop
154,37,2024-02-18 07:57:00,2024-02-18 08:22:00,mobile
155,37,2024-03-03 08:28:00,2024-03-03 08:52:00,mobile
156,38,2024-03-28 18:11:00,2024-03-28 18:35:00,desktop
157,38,2024-03-10 13:03:00,2024-03-10 13:26:00,mobile
158,38,2024-03-07 17:44:00,2024-03-07 17:59:00,mobile
159,39,2024-03-10 21:52:00,2024-03-10 22:09:00,desktop
160,40,2024-03-20 13:42:00,2024-03-20 13:59:00,mobile
161,40,2024-03-14 14:18:00,2024-03-14 14:38:00,mobile
162,40,2024-03-06 21:30:00,2024-03-06 21:57:00,mobile
163,41,2024-03-09 20:51:00,2024-03-09 21:01:00,mobile
164,41,2024-03-31 07:34:00,2024-03-31 07:46:00,mobile
165,41,2024-03-23 12:46:00,2024-03-23 13:14:00,mobile
166,42,2024-01-22 12:03:00,2024-01-22 12:18:00,desktop
167,42,2024-01-09 20:57:00,2024-01-09 21:12:00,mobile
168,42,2024-01-11 13:44:00,2024-01-11 14:11:00,mobile
169,42,2024-01-13 21:56:00,2024-01-13 22:26:00,desktop
170,42,2024-01-31 09:32:00,2024-01-31 09:40:00,mobile
171,42,2024-01-05 20:27:00,2024-01-05 20:48:00,mobile
172,42,2024-01-16 20:51:00,2024-01-16 21:24:00,desktop
173,42,2024-01-16 14:24:00,2024-01-16 14:47:00,mobile
174,42,2024-01-29 21:52:00,2024-01-29 22:18:00,mobile
175,42,2024-01-08 22:22:00,2024-01-08 22:51:00,desktop
176,42,2024-01-24 07:17:00,2024-01-24 07:38:00,mobile
177,43,2024-03-11 18:33:00,2024-03-11 18:41:00,desktop
178,43,2024-03-01 12:25:00,2024-03-01 12:33:00,mobile
179,43,2024-03-20 08:08:00,2024-03-20 08:41:00,mobile
180,43,2024-03-19 14:18:00,2024-03-19 14:26:00,mobile
181,43,2024-03-17 17:26:00,2024-03-17 17:44:00,mobile
182,44,2024-01-13 22:45:00,2024-01-13 23:15:00,mobile
183,44,2024-01-15 10:29:00,2024-01-15 11:03:00,mobile
184,44,2024-01-08 18:11:00,2024-01-08 18:45:00,mobile
185,44,2024-02-01 11:06:00,2024-02-01 11:39:00,mobile
186,44,2024-02-01 16:22:00,2024-02-01 16:52:00,mobile
187,45,2024-01-25 08:30:00,2024-01-25 09:04:00,desktop
188,45,2024-02-14 16:32:00,2024-02-14 16:46:00,desktop
189,46,2024-04-04 19:32:00,2024-04-04 19:47:00,mobile
190,46,2024-03-27 08:51:00,2024-03-27 09:02:00,mobile
191,46,2024-04-03 08:02:00,2024-04-03 08:13:00,desktop
192,47,2024-03-04 17:03:00,2024-03-04 17:34:00,mobile
193,47,2024-02-24 08:28:00,2024-02-24 08:56:00,mobile
194,47,2024-02-19 21:05:00,2024-02-19 21:19:00,desktop
195,48,2024-02-09 07:08:00,2024-02-09 07:38:00,mobile
196,48,2024-01-22 13:04:00,2024-01-22 13:18:00,mobile
197,48,2024-02-13 16:58:00,2024-02-13 17:09:00,mobile
198,48,2024-01-24 19:58:00,2024-01-24 20:17:00,mobile
199,48,2024-01-27 18:28:00,2024-01-27 18:47:00,mobile
200,49,2024-01-18 10:50:00,2024-01-18 11:15:00,mobile
201,49,2024-01-11 13:15:00,2024-01-11 13:32:00,desktop
202,49,2024-01-12 18:13:00,2024-01-12 18:30:00,mobile
203,49,2024-01-10 21:06:00,2024-01-10 21:16:00,desktop
204,49,2024-01-25 14:48:00,2024-01-25 14:57:00,mobile
205,50,2024-04-01 15:22:00,2024-04-01 15:37:00,mobile
206,50,2024-04-02 17:24:00,2024-04-02 17:46:00,desktop
207,50,2024-04-08 20:27:00,2024-04-08 20:49:00,mobile
208,50,2024-04-28 15:27:00,2024-04-28 15:50:00,mobile
209,50,2024-04-12 15:39:00,2024-04-12 16:03:00,mobile
210,50,2024-04-01 20:56:00,2024-04-01 21:02:00,mobile
211,50,2024-04-23 14:05:00,2024-04-23 14:25:00,desktop
212,50,2024-04-04 20:44:00,2024-04-04 21:01:00,mobile
213,51,2024-03-09 13:44:00,2024-03-09 14:06:00,mobile
214,51,2024-03-11 21:12:00,2024-03-11 21:34:00,mobile
215,52,2024-02-06 12:18:00,2024-02-06 12:40:00,desktop
216,52,2024-02-10 18:59:00,2024-02-10 19:30:00,mobile
217,52,2024-02-10 17:51:00,2024-02-10 18:24:00,mobile
218,52,2024-01-18 16:34:00,2024-01-18 16:40:00,mobile
219,52,2024-01-21 22:37:00,2024-01-21 22:54:00,mobile
220,52,2024-02-10 12:21:00,2024-02-10 12:41:00,mobile
221,52,2024-01-16 18:44:00,2024-01-16 19:02:00,mobile
222,52,2024-02-05 13:21:00,2024-02-05 13:46:00,mobile
223,52,2024-02-03 15:40:00,2024-02-03 15:45:00,mobile
224,53,2024-01-29 15:38:00,2024-01-29 16:05:00,mobile
225,53,2024-01-20 08:23:00,2024-01-20 08:46:00,desktop
226,53,2024-01-27 16:06:00,2024-01-27 16:28:00,mobile
227,53,2024-02-04 12:26:00,2024-02-04 12:39:00,desktop
228,53,2024-02-02 21:20:00,2024-02-02 21:50:00,mobile
229,53,2024-01-21 19:48:00,2024-01-21 20:15:00,mobile
230,54,2024-04-24 08:40:00,2024-04-24 08:50:00,desktop
231,54,2024-04-27 12:05:00,2024-04-27 12:22:00,mobile
232,54,2024-03-31 14:02:00,2024-03-31 14:29:00,mobile
233,55,2024-03-09 10:23:00,2024-03-09 10:40:00,mobile
234,56,2024-01-03 15:15:00,2024-01-03 15:21:00,mobile
235,56,2024-01-24 09:24:00,2024-01-24 09:44:00,mobile
236,56,2024-01-10 07:41:00,2024-01-10 08:04:00,mobile
237,57,2024-04-13 16:05:00,2024-04-13 16:18:00,mobile
238,57,2024-03-30 21:41:00,2024-03-30 21:55:00,mobile
239,57,2024-04-12 08:59:00,2024-04-12 09:27:00,mobile
240,57,2024-04-01 21:14:00,2024-04-01 21:22:00,mobile
241,58,2024-03-02 15:51:00,2024-03-02 16:00:00,mobile
242,58,2024-03-19 21:17:00,2024-03-19 21:36:00,mobile
243,58,2024-03-12 10:41:00,2024-03-12 10:58:00,desktop
244,59,2024-03-24 22:08:00,2024-03-24 22:42:00,mobile
245,59,2024-03-13 11:41:00,2024-03-13 11:58:00,mobile
246,60,2024-02-19 08:53:00,2024-02-19 09:21:00,desktop
247,60,2024-02-19 14:38:00,2024-02-19 15:03:00,desktop
248,60,2024-02-26 16:50:00,2024-02-26 16:59:00,desktop
249,61,2024-01-14 18:41:00,2024-01-14 19:08:00,mobile
250,61,2024-02-02 09:17:00,2024-02-02 09:32:00,mobile
251,61,2024-01-12 09:21:00,2024-01-12 09:52:00,mobile
252,61,2024-02-06 21:15:00,2024-02-06 21:43:00,desktop
253,61,2024-01-22 15:43:00,2024-01-22 16:10:00,desktop
254,62,2024-03-03 15:15:00,2024-03-03 15:34:00,mobile
255,62,2024-03-05 14:17:00,2024-03-05 14:49:00,mobile
256,62,2024-03-05 16:16:00,2024-03-05 16:33:00,desktop
257,63,2024-02-20 20:23:00,2024-02-20 20:38:00,mobile
258,63,2024-02-22 20:33:00,2024-02-22 21:05:00,desktop
259,63,2024-02-09 19:13:00,2024-02-09 19:36:00,desktop
260,63,2024-02-24 12:55:00,2024-02-24 13:06:00,desktop
261,63,2024-02-11 09:19:00,2024-02-11 09:39:00,mobile
262,63,2024-03-01 13:08:00,2024-03-01 13:25:00,desktop
263,64,2024-04-13 07:26:00,2024-04-13 07:46:00,desktop
264,64,2024-03-29 13:40:00,2024-03-29 14:11:00,desktop
265,64,2024-04-07 07:49:00,2024-04-07 07:57:00,mobile
266,64,2024-04-13 21:16:00,2024-04-13 21:23:00,desktop
267,64,2024-04-02 22:02:00,2024-04-02 22:26:00,desktop
268,65,2024-04-17 14:51:00,2024-04-17 15:18:00,mobile
269,65,2024-04-11 20:49:00,2024-04-11 21:08:00,mobile
270,65,2024-04-16 21:49:00,2024-04-16 21:57:00,mobile
271,65,2024-04-04 09:46:00,2024-04-04 10:03:00,mobile
272,66,2024-02-21 19:00:00,2024-02-21 19:06:00,mobile
273,66,2024-02-16 20:56:00,2024-02-16 21:29:00,mobile
274,66,2024-02-26 13:28:00,2024-02-26 13:55:00,mobile
275,67,2024-03-06 11:13:00,2024-03-06 11:42:00,mobile
276,67,2024-03-18 10:20:00,2024-03-18 10:53:00,desktop
277,67,2024-02-21 11:15:00,2024-02-21 11:37:00,mobile
278,68,2024-01-09 07:38:00,2024-01-09 08:07:00,mobile
279,68,2024-01-23 22:15:00,2024-01-23 22:38:00,mobile
280,68,2024-01-11 15:04:00,2024-01-11 15:18:00,mobile
281,68,2024-01-12 17:35:00,2024-01-12 18:01:00,desktop
282,68,2024-01-25 08:54:00,2024-01-25 09:27:00,mobile
283,69,2024-01-05 19:17:00,2024-01-05 19:48:00,mobile
284,69,2024-01-02 18:41:00,2024-01-02 18:54:00,desktop
285,69,2024-01-29 12:15:00,2024-01-29 12:21:00,mobile
286,69,2024-01-11 14:55:00,2024-01-11 15:16:00,mobile
287,70,2024-01-31 08:57:00,2024-01-31 09:05:00,desktop
288,70,2024-01-29 08:41:00,2024-01-29 08:52:00,desktop
289,70,2024-01-27 16:00:00,2024-01-27 16:08:00,desktop
290,70,2024-01-25 08:42:00,2024-01-25 09:15:00,desktop
291,70,2024-01-19 15:58:00,2024-01-19 16:17:00,mobile
292,70,2024-01-24 14:50:00,2024-01-24 15:00:00,mobile
293,70,2024-01-29 17:37:00,2024-01-29 17:49:00,mobile
294,71,2024-03-12 12:56:00,2024-03-12 13:23:00,mobile
295,71,2024-03-23 20:28:00,2024-03-23 20:54:00,desktop
296,72,2024-01-18 20:55:00,2024-01-18 21:21:00,desktop
297,72,2024-01-26 09:56:00,2024-01-26 10:12:00,mobile
298,72,2024-01-21 19:00:00,2024-01-21 19:24:00,desktop
299,72,2024-01-09 11:00:00,2024-01-09 11:23:00,mobile
300,72,2024-01-24 11:15:00,2024-01-24 11:31:00,mobile
301,72,2024-01-25 14:25:00,2024-01-25 14:45:00,mobile
302,72,2024-01-07 16:42:00,2024-01-07 17:03:00,desktop
303,72,2024-01-26 13:43:00,2024-01-26 14:08:00,mobile
304,73,2024-03-12 08:09:00,2024-03-12 08:31:00,mobile
305,73,2024-02-27 18:05:00,2024-02-27 18:31:00,desktop
306,73,2024-03-13 07:53:00,2024-03-13 08:12:00,mobile
307,73,2024-02-28 09:17:00,2024-02-28 09:27:00,mobile
308,74,2024-03-09 21:43:00,2024-03-09 22:14:00,mobile
309,75,2024-02-13 15:04:00,2024-02-13 15:37:00,mobile
310,76,2024-03-30 15:40:00,2024-03-30 16:07:00,desktop
311,76,2024-04-24 22:30:00,2024-04-24 22:52:00,desktop
312,76,2024-04-07 07:13:00,2024-04-07 07:37:00,mobile
313,76,2024-04-05 16:06:00,2024-04-05 16:36:00,mobile
314,76,2024-04-02 11:59:00,2024-04-02 12:20:00,mobile
315,76,2024-04-17 21:46:00,2024-04-17 22:00:00,mobile
316,76,2024-04-10 14:15:00,2024-04-10 14:28:00,mobile
317,77,2024-03-01 13:12:00,2024-03-01 13:31:00,mobile
318,77,2024-03-11 12:25:00,2024-03-11 12:30:00,desktop
319,77,2024-03-08 11:47:00,2024-03-08 12:02:00,mobile
320,77,2024-02-21 19:23:00,2024-02-21 19:35:00,mobile
321,77,2024-02-13 07:23:00,2024-02-13 07:32:00,desktop
322,78,2024-02-20 22:29:00,2024-02-20 22:41:00,desktop
323,78,2024-02-23 11:17:00,2024-02-23 11:44:00,mobile
324,78,2024-02-12 19:16:00,2024-02-12 19:38:00,desktop
325,78,2024-02-22 11:44:00,2024-02-22 12:06:00,mobile
326,79,2024-04-09 10:55:00,2024-04-09 11:23:00,mobile
327,79,2024-03-25 15:12:00,2024-03-25 15:31:00,mobile
328,80,2024-03-27 15:25:00,2024-03-27 15:55:00,mobile
329,80,2024-03-18 08:31:00,2024-03-18 08:56:00,mobile
330,81,2024-01-30 13:25:00,2024-01-30 13:32:00,desktop
331,81,2024-01-17 11:53:00,2024-01-17 12:04:00,mobile
332,81,2024-01-17 22:23:00,2024-01-17 22:56:00,desktop
333,81,2024-01-14 07:24:00,2024-01-14 07:38:00,mobile
334,81,2024-01-29 16:07:00,2024-01-29 16:40:00,mobile
335,82,2024-03-01 13:32:00,2024-03-01 14:02:00,mobile
336,82,2024-03-07 21:02:00,2024-03-07 21:26:00,mobile
337,82,2024-03-13 17:01:00,2024-03-13 17:19:00,desktop
338,82,2024-03-04 18:25:00,2024-03-04 18:41:00,mobile
339,83,2024-01-24 15:22:00,2024-01-24 15:41:00,mobile
340,83,2024-01-31 20:47:00,2024-01-31 21:19:00,desktop
341,83,2024-02-03 17:45:00,2024-02-03 17:52:00,mobile
342,83,2024-01-22 08:35:00,2024-01-22 08:53:00,mobile
343,83,2024-01-16 18:45:00,2024-01-16 18:55:00,mobile
344,84,2024-04-02 20:52:00,2024-04-02 21:15:00,mobile
345,84,2024-03-27 09:05:00,2024-03-27 09:29:00,desktop
346,85,2024-03-20 16:04:00,2024-03-20 16:31:00,desktop
347,85,2024-03-26 21:02:00,2024-03-26 21:35:00,mobile
348,85,2024-04-12 11:07:00,2024-04-12 11:32:00,desktop
349,86,2024-04-18 20:33:00,2024-04-18 20:46:00,desktop
350,86,2024-04-12 07:02:00,2024-04-12 07:36:00,desktop
351,86,2024-03-27 18:38:00,2024-03-27 18:46:00,mobile
352,86,2024-03-28 16:20:00,2024-03-28 16:46:00,desktop
353,86,2024-04-13 11:18:00,2024-04-13 11:24:00,mobile
354,86,2024-04-05 08:05:00,2024-04-05 08:17:00,mobile
355,87,2024-03-13 15:01:00,2024-03-13 15:13:00,mobile
356,88,2024-02-18 18:13:00,2024-02-18 18:33:00,mobile
357,88,2024-02-29 12:20:00,2024-02-29 12:36:00,mobile
358,88,2024-02-15 10:23:00,2024-02-15 10:50:00,mobile
359,88,2024-02-09 16:37:00,2024-02-09 16:47:00,mobile
360,89,2024-04-10 09:49:00,2024-04-10 09:59:00,mobile
361,89,2024-04-03 14:07:00,2024-04-03 14:32:00,mobile
362,89,2024-04-14 15:38:00,2024-04-14 16:06:00,mobile
363,90,2024-04-13 10:41:00,2024-04-13 10:55:00,mobile
364,90,2024-03-30 13:33:00,2024-03-30 14:02:00,mobile
365,90,2024-04-18 13:28:00,2024-04-18 13:39:00,mobile
366,90,2024-04-09 08:17:00,2024-04-09 08:36:00,mobile
367,90,2024-03-21 10:34:00,2024-03-21 10:57:00,mobile
368,91,2024-04-02 11:09:00,2024-04-02 11:36:00,desktop
369,91,2024-04-01 08:57:00,2024-04-01 09:27:00,desktop
370,91,2024-04-05 19:39:00,2024-04-05 20:08:00,mobile
371,92,2024-03-16 08:52:00,2024-03-16 09:21:00,mobile
372,92,2024-03-17 22:04:00,2024-03-17 22:34:00,mobile
373,92,2024-03-05 09:28:00,2024-03-05 09:35:00,desktop
374,92,2024-03-19 16:57:00,2024-03-19 17:13:00,desktop
375,92,2024-03-04 18:17:00,2024-03-04 18:34:00,desktop
376,93,2024-01-30 16:25:00,2024-01-30 16:53:00,mobile
377,94,2024-02-07 11:10:00,2024-02-07 11:24:00,desktop
378,94,2024-02-03 11:45:00,2024-02-03 12:07:00,desktop
379,94,2024-02-18 21:06:00,2024-02-18 21:18:00,mobile
380,95,2024-04-01 17:43:00,2024-04-01 18:13:00,desktop
381,95,2024-04-20 19:20:00,2024-04-20 19:40:00,mobile
382,95,2024-04-14 17:38:00,2024-04-14 17:50:00,mobile
383,96,2024-03-25 11:47:00,2024-03-25 11:52:00,mobile
384,96,2024-03-11 11:53:00,2024-03-11 12:17:00,mobile
385,96,2024-03-23 09:04:00,2024-03-23 09:10:00,desktop
386,96,2024-03-12 13:41:00,2024-03-12 13:58:00,mobile
387,96,2024-03-13 17:41:00,2024-03-13 17:51:00,mobile
388,96,2024-02-29 13:55:00,2024-02-29 14:08:00,desktop
389,97,2024-02-28 12:50:00,2024-02-28 13:04:00,mobile
390,97,2024-02-13 21:17:00,2024-02-13 21:37:00,desktop
391,97,2024-03-05 13:11:00,2024-03-05 13:17:00,desktop
392,97,2024-02-12 15:52:00,2024-02-12 16:14:00,desktop
393,98,2024-02-15 21:27:00,2024-02-15 21:41:00,desktop
394,98,2024-02-17 11:33:00,2024-02-17 11:47:00,mobile
395,98,2024-02-23 07:47:00,2024-02-23 08:18:00,mobile
396,98,2024-01-31 20:41:00,2024-01-31 21:07:00,mobile
397,98,2024-02-14 20:37:00,2024-02-14 21:04:00,mobile
398,99,2024-02-07 14:54:00,2024-02-07 15:28:00,mobile
399,99,2024-02-14 21:39:00,2024-02-14 21:59:00,mobile
400,99,2024-01-16 13:23:00,2024-01-16 13:44:00,desktop
401,100,2024-03-09 08:54:00,2024-03-09 09:26:00,mobile
402,100,2024-03-07 11:55:00,2024-03-07 12:03:00,desktop
403,100,2024-03-15 16:22:00,2024-03-15 16:48:00,mobile
404,100,2024-02-28 13:27:00,2024-02-28 13:47:00,mobile
405,100,2024-02-28 07:49:00,2024-02-28 07:58:00,desktop
406,100,2024-03-14 19:17:00,2024-03-14 19:35:00,mobile
407,100,2024-02-17 10:51:00,2024-02-17 11:14:00,mobile
408,100,2024-02-20 15:43:00,2024-02-20 16:08:00,mobile
409,101,2024-03-10 17:59:00,2024-03-10 18:22:00,mobile
410,101,2024-03-05 18:48:00,2024-03-05 18:59:00,mobile
